Scientific Name,Common Name,Status(TBD),Locality,rank,valid_AphiaID,valid_authority,kingdom,phylum,class,order,family,genus,citation,Date Taxonomy Updated,source
Poroclinus rothrocki,Whitebarred prickleback,Present,Kachemak_Bay,Species,254385,"Bean, 1890",Animalia,Chordata,Teleostei,Perciformes,Stichaeidae,Poroclinus,"Froese, R. and D. Pauly. Editors. (2024). FishBase. Poroclinus rothrocki Bean, 1890. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254385 on 2024-02-21",2024-02-21,WORMS
Psettichthys melanostictus,Sand sole/Fringe sole,Present,Kachemak_Bay,Species,282396,"Girard, 1854",Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Psettichthys,"Froese, R. and D. Pauly. Editors. (2024). FishBase. Psettichthys melanostictus Girard, 1854. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=282396 on 2024-02-21",2024-02-21,WORMS
Psychrolutes paradoxus,Tadpole sculpin,Present,Kachemak_Bay,Species,254566,"Günther, 1861",Animalia,Chordata,Teleostei,Perciformes,Psychrolutidae,Psychrolutes,"Froese, R. and D. Pauly. Editors. (2024). FishBase. Psychrolutes paradoxus Günther, 1861. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254566 on 2024-02-21",2024-02-21,WORMS
Radulinus asprellus,Slim sculpin,Present,Kachemak_Bay,Species,282541,"Gilbert, 1890",Animalia,Chordata,Teleostei,Perciformes,Cottidae,Radulinus,"Froese, R. and D. Pauly. Editors. (2024). FishBase. Radulinus asprellus Gilbert, 1890. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=282541 on 2024-02-21",2024-02-21,WORMS
Reinhardtius hippoglossoides,Greenland halibut,Present,Kachemak_Bay,Species,127144,"(Walbaum, 1792)",Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Reinhardtius,"Froese, R. and D. Pauly. Editors. (2024). FishBase. Reinhardtius hippoglossoides (Walbaum, 1792). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=127144 on 2024-02-21",2024-02-21,WORMS
Ritterella pulchra,NA,Present,Kachemak_Bay,Species,251338,"(Ritter, 1901)",Animalia,Chordata,Ascidiacea,Aplousobranchia,Ritterellidae,Ritterella,"Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2024). Ascidiacea World Database. Ritterella pulchra (Ritter, 1901). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=251338 on 2024-02-21",2024-02-21,WORMS
Ronquilus jordani,Northern ronquil,Present,Kachemak_Bay,Species,282629,"(Gilbert, 1889)",Animalia,Chordata,Teleostei,Perciformes,Bathymasteridae,Ronquilus,"Froese, R. and D. Pauly. Editors. (2024). FishBase. Ronquilus jordani (Gilbert, 1889). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=282629 on 2024-02-21",2024-02-21,WORMS
Salmo salar,Atlantic Salmon,Potential+Invasive,Kachemak_Bay,Species,127186,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Salmo,"Froese, R. and D. Pauly. Editors. (2024). FishBase. Salmo salar Linnaeus, 1758. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=127186 on 2024-02-21",2024-02-21,WORMS
Salpa fusiformis,Chain salp/Beach bubblewrap,Present,Kachemak_Bay,Species,137272,"Cuvier, 1804",Animalia,Chordata,Thaliacea,Salpida,Salpidae,Salpa,"Garic, R.; Madin, L.; van Soest, R.W.M. (2024). World List of Thaliacea. Salpa fusiformis Cuvier, 1804. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137272 on 2024-02-21",2024-02-21,WORMS
Salvelinus malma,Dolly Varden/Pacific brook char,Present,Kachemak_Bay,Species,254570,"(Walbaum, 1792)",Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Salvelinus,"Froese, R. and D. Pauly. Editors. (2024). FishBase. Salvelinus malma (Walbaum, 1792). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254570 on 2024-02-21",2024-02-21,WORMS
Sarritor frenatus,Sawback poacher,Present,Kachemak_Bay,Species,254374,"(Gilbert, 1896)",Animalia,Chordata,Teleostei,Perciformes,Agonidae,Sarritor,"Froese, R. and D. Pauly. Editors. (2024). FishBase. Sarritor frenatus (Gilbert, 1896). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254374 on 2024-02-21",2024-02-21,WORMS
Sebastes aleutianus,Rougheye rockfish/Blacktip rockfish,Present,Kachemak_Bay,Species,274771,"(Jordan & Evermann, 1898)",Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes,"Froese, R. and D. Pauly. Editors. (2024). FishBase. Sebastes aleutianus (Jordan & Evermann, 1898). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=274771 on 2024-02-21",2024-02-21,WORMS
Sebastes alutus,Pacific ocean perch/Longjaw rockfish/Pop rockfish,Present,Kachemak_Bay,Species,254573,"(Gilbert, 1890)",Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes,"Froese, R. and D. Pauly. Editors. (2024). FishBase. Sebastes alutus (Gilbert, 1890). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254573 on 2024-02-21",2024-02-21,WORMS
Sebastes babcocki,Redbanded rockfish/Bandit/Barber pole,Present,Kachemak_Bay,Species,274775,"(Thompson, 1915)",Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes,"Froese, R. and D. Pauly. Editors. (2024). FishBase. Sebastes babcocki (Thompson, 1915). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=274775 on 2024-02-21",2024-02-21,WORMS
Sebastes borealis,Shortraker rockfish/Buoy keg,Present,Kachemak_Bay,Species,274777,"Barsukov, 1970",Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes,"Froese, R. and D. Pauly. Editors. (2024). FishBase. Sebastes borealis Barsukov, 1970. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=274777 on 2024-02-21",2024-02-21,WORMS
Sebastes crameri,Darkblotched rockfish/Blackblotched rockfish,Present,Kachemak_Bay,Species,274785,"(Jordan, 1897)",Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes,"Froese, R. and D. Pauly. Editors. (2024). FishBase. Sebastes crameri (Jordan, 1897). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=274785 on 2024-02-21",2024-02-21,WORMS
Sebastes flavidus,Yellowtail rockfish/Greenie,Present,Kachemak_Bay,Species,274795,"(Ayres, 1862)",Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes,"Froese, R. and D. Pauly. Editors. (2024). FishBase. Sebastes flavidus (Ayres, 1862). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=274795 on 2024-02-21",2024-02-21,WORMS
Sebastes melanops,Black rockfish/Black bass,Present,Kachemak_Bay,Species,274817,"Girard, 1856",Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes,"Froese, R. and D. Pauly. Editors. (2024). FishBase. Sebastes melanops Girard, 1856. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=274817 on 2024-02-21",2024-02-21,WORMS
Sebastes proriger,Redstripe rockfish,Present,Kachemak_Bay,Species,274838,"(Jordan & Gilbert, 1880)",Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes,"Froese, R. and D. Pauly. Editors. (2024). FishBase. Sebastes proriger (Jordan & Gilbert, 1880). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=274838 on 2024-02-21",2024-02-21,WORMS
Sebastes ruberrimus,Yelloweye rockfish/Rasphead rockfish/Red snapper,Present,Kachemak_Bay,Species,274844,"(Cramer, 1895)",Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes,"Froese, R. and D. Pauly. Editors. (2024). FishBase. Sebastes ruberrimus (Cramer, 1895). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=274844 on 2024-02-21",2024-02-21,WORMS
Somniosus pacificus,Pacific sleeper shark,Present,Kachemak_Bay,Species,271654,"Bigelow & Schroeder, 1944",Animalia,Chordata,Elasmobranchii,Squaliformes,Somniosidae,Somniosus,"Froese, R. and D. Pauly. Editors. (2024). FishBase. Somniosus pacificus Bigelow & Schroeder, 1944. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=271654 on 2024-02-21",2024-02-21,WORMS
Spirinchus thaleichthys,Longfin smelt,Present,Kachemak_Bay,Species,282844,"(Ayres, 1860)",Animalia,Chordata,Teleostei,Osmeriformes,Osmeridae,Spirinchus,"Froese, R. and D. Pauly. Editors. (2024). FishBase. Spirinchus thaleichthys (Ayres, 1860). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=282844 on 2024-02-21",2024-02-21,WORMS
Squalus acanthias,Spiny dogfish,Present,Kachemak_Bay,Species,105923,"Linnaeus, 1758",Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,"Froese, R. and D. Pauly. Editors. (2024). FishBase. Squalus acanthias Linnaeus, 1758. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105923 on 2024-02-21",2024-02-21,WORMS
Stichaeus punctatus,Arctic shanny,Present,Kachemak_Bay,Species,159819,"(Fabricius, 1780)",Animalia,Chordata,Teleostei,Perciformes,Stichaeidae,Stichaeus,"Froese, R. and D. Pauly. Editors. (2024). FishBase. Stichaeus punctatus (Fabricius, 1780). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159819 on 2024-02-21",2024-02-21,WORMS
Styela montereyensis,Sea bottle,Present,Kachemak_Bay,Species,240756,"(Dall, 1872)",Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Styela,"Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2024). Ascidiacea World Database. Styela montereyensis (Dall, 1872). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240756 on 2024-02-21",2024-02-21,WORMS
Thaleichthys pacificus,Eulachon/Hooligan/Columbia River smelt/Candlefish,Present,Kachemak_Bay,Species,282959,"(Richardson, 1836)",Animalia,Chordata,Teleostei,Osmeriformes,Osmeridae,Thaleichthys,"Froese, R. and D. Pauly. Editors. (2024). FishBase. Thaleichthys pacificus (Richardson, 1836). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=282959 on 2024-02-21",2024-02-21,WORMS
Trachipterus altivelis,King-of-the-salmon,Present,Kachemak_Bay,Species,272531,"Kner, 1859",Animalia,Chordata,Teleostei,Lampriformes,Trachipteridae,Trachipterus,"Froese, R. and D. Pauly. Editors. (2024). FishBase. Trachipterus altivelis Kner, 1859. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=272531 on 2024-02-21",2024-02-21,WORMS
Trichodon trichodon,Pacific sandfish/Tobiefish,Present,Kachemak_Bay,Species,283043,"(Tilesius, 1813)",Animalia,Chordata,Teleostei,Perciformes,Trichodontidae,Trichodon,"Froese, R. and D. Pauly. Editors. (2024). FishBase. Trichodon trichodon (Tilesius, 1813). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=283043 on 2024-02-21",2024-02-21,WORMS
Triglops forficatus,Scissortail sculpin,Present,Kachemak_Bay,Species,254530,"(Gilbert, 1896)",Animalia,Chordata,Teleostei,Perciformes,Cottidae,Triglops,"Froese, R. and D. Pauly. Editors. (2024). FishBase. Triglops forficatus (Gilbert, 1896). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254530 on 2024-02-21",2024-02-21,WORMS
Triglops macellus,Roughspine sculpin,Present,Kachemak_Bay,Species,274399,"(Bean, 1884)",Animalia,Chordata,Teleostei,Perciformes,Cottidae,Triglops,"Froese, R. and D. Pauly. Editors. (2024). FishBase. Triglops macellus (Bean, 1884). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=274399 on 2024-02-21",2024-02-21,WORMS
Zaprora silenus,Prowfish,Present,Kachemak_Bay,Species,254353,"Jordan, 1896",Animalia,Chordata,Teleostei,Perciformes,Zaproridae,Zaprora,"Froese, R. and D. Pauly. Editors. (2024). FishBase. Zaprora silenus Jordan, 1896. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254353 on 2024-02-21",2024-02-21,WORMS
Abietinaria,NA,Present,Kachemak_Bay,Genus,117225,"Kirchenpauer, 1884",Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,Abietinaria,"Schuchert, P. (2024). World Hydrozoa Database. Abietinaria Kirchenpauer, 1884. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=117225 on 2024-02-21",2024-02-21,WORMS
Actiniaria,sea anemones; solitary anemones; true anemones,Present,Kachemak_Bay,Order,1360,"Hertwig, 1882",Animalia,Cnidaria,Anthozoa,Actiniaria,NA,NA,"Rodríguez, E.; Fautin, D; Daly, M. (2024). World List of Actiniaria. Actiniaria. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1360 on 2024-02-21",2024-02-21,WORMS
Aglaophenia struthionides,Ostrich-plume hydroid,Present,Kachemak_Bay,Species,284054,"(Murray, 1860)",Animalia,Cnidaria,Hydrozoa,Leptothecata,Aglaopheniidae,Aglaophenia,"Schuchert, P. (2024). World Hydrozoa Database. Aglaophenia struthionides (Murray, 1860). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=284054 on 2024-02-21",2024-02-21,WORMS
Anthopleura artemisia,buried sea anemone; moonglow anemone,Present,Kachemak_Bay,Species,283337,"(Pickering in Dana, 1846)",Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,"Rodríguez, E.; Fautin, D; Daly, M. (2024). World List of Actiniaria. Anthopleura artemisia (Pickering in Dana, 1846). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=283337 on 2024-02-21",2024-02-21,WORMS
Anthopleura elegantissima,Aggregating anemone,Present,Kachemak_Bay,Species,283347,"(Brandt, 1835)",Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,"Rodríguez, E.; Fautin, D; Daly, M. (2024). World List of Actiniaria. Anthopleura elegantissima (Brandt, 1835). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=283347 on 2024-02-21",2024-02-21,WORMS
Anthopleura xanthogrammica,Giant green anemone,Present,Kachemak_Bay,Species,283377,"(Brandt, 1835)",Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,"Rodríguez, E.; Fautin, D; Daly, M. (2024). World List of Actiniaria. Anthopleura xanthogrammica (Brandt, 1835). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=283377 on 2024-02-21",2024-02-21,WORMS
Aurelia aurita,Moon jelly,Present,Kachemak_Bay,Species,135306,"(Linnaeus, 1758)",Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,"Collins, A.G.; Morandini, A.C. (2024). World List of Scyphozoa. Aurelia aurita (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=135306 on 2024-02-21",2024-02-21,WORMS
Aurelia labiata,moon jellyfish; Pacific moon jelly,Present,Kachemak_Bay,Species,287213,"Chamisso & Eysenhardt, 1821",Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,"Collins, A.G.; Morandini, A.C. (2024). World List of Scyphozoa. Aurelia labiata Chamisso & Eysenhardt, 1821. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=287213 on 2024-02-21",2024-02-21,WORMS
Calycella syringa,creeping bell hydroid,Present,Kachemak_Bay,Species,117402,"(Linnaeus, 1767)",Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulinidae,Calycella,"Schuchert, P. (2024). World Hydrozoa Database. Calycella syringa (Linnaeus, 1767). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=117402 on 2024-02-21",2024-02-21,WORMS
Chrysaora melanaster,brown giant jellyfish; brown jellyfish; Northern sea nettle; Rising sun jelly,Present,Kachemak_Bay,Species,287209,"Brandt, 1835",Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,"Collins, A.G.; Morandini, A.C. (2024). World List of Scyphozoa. Chrysaora melanaster Brandt, 1835. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=287209 on 2024-02-21",2024-02-21,WORMS
Cribrinopsis similis,NA,Present,Kachemak_Bay,Species,100824,"Carlgren, 1921",Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Cribrinopsis,"Rodríguez, E.; Fautin, D; Daly, M. (2024). World List of Actiniaria. Cribrinopsis similis Carlgren, 1921. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=100824 on 2024-02-21",2024-02-21,WORMS
Cyanea capillata,giant jellyfish; hairy stinger; lion's mane; lion's mane jellyfish; Lion's mane jellyfish; lion's mane yellyfish; pink jellyfish; sea blubber; sea nettle,Present,Kachemak_Bay,Species,135301,"(Linnaeus, 1758)",Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Cyaneidae,Cyanea,"Collins, A.G.; Morandini, A.C. (2024). World List of Scyphozoa. Cyanea capillata (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=135301 on 2024-02-21",2024-02-21,WORMS
Epiactis prolifera,brooding anemone; proliferating anemone,Present,Kachemak_Bay,Species,283435,"Verrill, 1869",Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Epiactis,"Rodríguez, E.; Fautin, D; Daly, M. (2024). World List of Actiniaria. Epiactis prolifera Verrill, 1869. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=283435 on 2024-02-21",2024-02-21,WORMS
Epizoanthus scotinus,Orange colonial anemone,Present,Kachemak_Bay,Species,283864,"Wood, 1957",Animalia,Cnidaria,Anthozoa,Zoantharia,Epizoanthidae,Epizoanthus,"Reimer, J.D. (2024). World List of Zoantharia. Epizoanthus scotinus Wood, 1957. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=283864 on 2024-02-21",2024-02-21,WORMS
Eutonina indicans,umbrella jellyfish,Present,Kachemak_Bay,Species,117517,"(Romanes, 1876)",Animalia,Cnidaria,Hydrozoa,Leptothecata,Eirenidae,Eutonina,"Schuchert, P. (2024). World Hydrozoa Database. Eutonina indicans (Romanes, 1876). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=117517 on 2024-02-21",2024-02-21,WORMS
