Scientific Name,Common Name,Status(TBD),Locality,rank,valid_AphiaID,valid_authority,kingdom,phylum,class,order,family,genus,citation,Date Taxonomy Updated,source
Draba borealis,White draba/Boreal draba,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Draba hyperborea,Arctic draba/North Pacific draba,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Draba incerta,Yellowstone draba,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Draba lactea,Milky draba,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Draba lonchocarpa,Lance-fruited draba/Lancepod draba,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Draba nemorosa,Woodland draba,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Draba nivalis,Yellow arctic draba,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Draba palanderiana,Palander's draba,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Draba ruaxes,Rainier draba,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Draba spp.,Draba,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Draba stenoloba,Alaska draba,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dreissena bugensis,Quagga mussels,Potential+Invasive,Kachemak_Bay,Species,505319,"(Andrusov, 1897)",Animalia,Mollusca,Bivalvia,Myida,Dreissenidae,Dreissena,"MolluscaBase eds. (2024). MolluscaBase. Dreissena bugensis (Andrusov, 1897). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=505319 on 2024-02-21",2024-02-21,WORMS
Dreissena polymorpha,Zebra mussels,Potential+Invasive,Kachemak_Bay,Species,181566,"(Pallas, 1771)",Animalia,Mollusca,Bivalvia,Myida,Dreissenidae,Dreissena,"MolluscaBase eds. (2024). MolluscaBase. Dreissena polymorpha (Pallas, 1771). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=181566 on 2024-02-21",2024-02-21,WORMS
Drosera anglica,Great sundew/English sundew,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drosera rotundifolia,Round-leaved sundew/Roundleaf sundew,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dryas drummondii,Yellow dryas/Yellow mountain avens/Drummond's mountain avens,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dryas integrifolia,Entire-leaved mountain avens/Entireleaf mountain avens,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dryas integrifolia ssp. integrifolia,Entireleaf mountain avens,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dryas octopetala,White dryas/Eightpetal mountain avens,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dryopteris expansa,Shield fern/Trailing wood/fern/Spreading wood fern,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dumontia alaskana,NA,Present,Kachemak_Bay,Species,375110,"V.Tai, S.C.Lindstrom & G.W.Saunders, 2001",Plantae,Rhodophyta,Florideophyceae,Gigartinales,Dumontiaceae,Dumontia,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dumontia alaskana V.Tai, S.C.Lindstrom & G.W.Saunders, 2001. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=375110 on 2024-02-21",2024-02-21,WORMS
Echinarachnius parma,common sand dollar; common sand dollar sea urchin,Present,Kachemak_Bay,Species,158062,"(Lamarck, 1816)",Animalia,Echinodermata,Echinoidea,Echinolampadacea,Echinarachniidae,Echinarachnius,"Kroh, A.; Mooi, R. (2024). World Echinoidea Database. Echinarachnius parma (Lamarck, 1816). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=158062 on 2024-02-21",2024-02-21,WORMS
Echiuris echiuris alaskanus,NA,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Echiuris echiuris alaskensis,Fat inkeeper,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ectocarpus siliculosus,NA,Present,Kachemak_Bay,Species,145410,"(Dillwyn) Lyngbye, 1819",Chromista,Ochrophyta,Phaeophyceae,Ectocarpales,Ectocarpaceae,Ectocarpus,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Ectocarpus siliculosus (Dillwyn) Lyngbye, 1819. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=145410 on 2024-02-21",2024-02-21,WORMS
Elachista fucicola,NA,Present,Kachemak_Bay,Species,144937,"(Velley) Areschoug, 1842",Chromista,Ochrophyta,Phaeophyceae,Ectocarpales,Chordariaceae,Elachista,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Elachista fucicola (Velley) Areschoug, 1842. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=144937 on 2024-02-21",2024-02-21,WORMS
Elachista lubricata,NA,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elassochirus dalli,Dall's hermit crab,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elassochirus gilli,Orange hermit; Pacific red hermit; Pacific red hermit crab,Present,Kachemak_Bay,Species,366321,"(Benedict, 1892)",Animalia,Arthropoda,Malacostraca,Decapoda,Paguridae,Elassochirus,"DecaNet eds. (2024). DecaNet. Elassochirus gilli (Benedict, 1892). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=366321 on 2024-02-21",2024-02-21,WORMS
Elassochirus tenuimanus,wideband hermit crab; widehand hermit,Present,Kachemak_Bay,Species,366322,"(Dana, 1851)",Animalia,Arthropoda,Malacostraca,Decapoda,Paguridae,Elassochirus,"DecaNet eds. (2024). DecaNet. Elassochirus tenuimanus (Dana, 1851). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=366322 on 2024-02-21",2024-02-21,WORMS
Eleginus gracilis,Saffron cod,Present,Kachemak_Bay,Species,254537,"(Tilesius, 1810)",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Eleginus,"Froese, R. and D. Pauly. Editors. (2024). FishBase. Eleginus gracilis (Tilesius, 1810). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254537 on 2024-02-21",2024-02-21,WORMS
Eleocharis acicularis,Needle spike rush,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eleocharis kamtschatica,Kamchatka spike rush,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eleocharis palustris,Creeping spike rush/Common spike rush,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elymus alaskanus ssp. latiglumis,Alaskan wheat grass,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elymus sibiricus,Siberian wild rye,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elymus sp.,Wheat grass,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elymus trachycaulus ssp. trachycaulus,Quackgrass/Slender wheat grass,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emberiza rustica,Rustic Bunting,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Empetrum nigrum,Black crowberry/Moss berry,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Empidonax alnorum,Alder Flycatcher,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emplectonema gracile,Green ribbon worm,Present,Kachemak_Bay,Species,122710,"(Johnston, 1837)",Animalia,Nemertea,Hoplonemertea,Monostilifera,Emplectonematidae,Emplectonema,"Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2024). World Nemertea Database. Emplectonema gracile (Johnston, 1837). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=122710 on 2024-02-21",2024-02-21,WORMS
Endocladia muricata,Sea Moss,Present,Kachemak_Bay,Species,372566,"(Endlicher) J.Agardh, 1847",Plantae,Rhodophyta,Florideophyceae,Gigartinales,Endocladiaceae,Endocladia,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Endocladia muricata (Endlicher) J.Agardh, 1847. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372566 on 2024-02-21",2024-02-21,WORMS
Endocladia muricta,NA,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enhydra lutris,Sea Otter,Present,Kachemak_Bay,Species,242598,"(Linnaeus, 1758)",Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Enhydra,"WoRMS (2024). Enhydra lutris (Linnaeus, 1758). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=242598 on 2024-02-21",2024-02-21,WORMS
Enophrys taurina,Bull sculpin,Present,Kachemak_Bay,Species,275356,"Gilbert, 1914",Animalia,Chordata,Teleostei,Perciformes,Cottidae,Enophrys,"Froese, R. and D. Pauly. Editors. (2024). FishBase. Enophrys taurina Gilbert, 1914. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=275356 on 2024-02-21",2024-02-21,WORMS
Enteromorpha (clathrata),NA,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epiactis prolifera,brooding anemone; proliferating anemone,Present,Kachemak_Bay,Species,283435,"Verrill, 1869",Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Epiactis,"Rodríguez, E.; Fautin, D; Daly, M. (2024). World List of Actiniaria. Epiactis prolifera Verrill, 1869. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=283435 on 2024-02-21",2024-02-21,WORMS
Epilobium anagallidifolium,Pimpernel willow herb,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epilobium behringianum,Willow herb,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epilobium ciliatum ssp. ciliatum,Small-leaved fireweed/Fringed willow herb,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epilobium ciliatum ssp. glandulosum,Fringed willow herb/Glandular willow herb,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epilobium hornemannii ssp. behringianum,Hornemann's willow herb,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epilobium palustre,Marsh willow herb,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epilobium sp.,Willow herb,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epizoanthus scotinus,Orange colonial anemone,Present,Kachemak_Bay,Species,283864,"Wood, 1957",Animalia,Cnidaria,Anthozoa,Zoantharia,Epizoanthidae,Epizoanthus,"Reimer, J.D. (2024). World List of Zoantharia. Epizoanthus scotinus Wood, 1957. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=283864 on 2024-02-21",2024-02-21,WORMS
Equisetum arvense,Field horsetail/Common horsetail,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equisetum fluviatile,Swamp horsetail/Water horsetail,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equisetum palustre,Marsh horsetail,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equisetum pratense,Meadow horsetail,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equisetum sp.,Horsetail,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equisetum sylvaticum,Woodland horsetail/Wood horsetail,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equisetum variegatum,Variegated scouringrush/Northern scouringrush,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eremophila alpestris,Horned Lark,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erethizon dorsatum,Porcupine,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erigeron acris,Bitter fleabane,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erigeron humilus,Arctic alpine fleabane/Arctic daisy,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erigeron hyperboreus,Tundra fleabane,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erigeron peregrinus,Coastal fleabane/Subalpine daisy/Subalpine fleabane,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erigeron peregrinus ssp. peregrinus,Subalpine fleabane,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriocheir sinensis,Chinese mitten crab,Potential+Invasive,Kachemak_Bay,Species,107451,"H. Milne Edwards, 1853",Animalia,Arthropoda,Malacostraca,Decapoda,Varunidae,Eriocheir,"DecaNet eds. (2024). DecaNet. Eriocheir sinensis H. Milne Edwards, 1853. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=107451 on 2024-02-21",2024-02-21,WORMS
Eriophorum angustifolium,Narrow-leaved cotton grass/Tall cotton grass,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriophorum angustifolium ssp. subarcticum,Tall cotton grass,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriophorum angustifolium ssp. triste,Tall cotton grass,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriophorum brachyantherum,Arctic cotton grass,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriophorum gracile,Slender cotton grass,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriophorum russeolum,Chamisso's cotton grass/Red cotton grass,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriophorum russeolum var. albidum,Red cotton grass,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriophorum scheuchzeri,White cotton grass,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriophorum sp.,Cotton grass,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erysimum cheiranthoides,Wormseed mustard/Wormseed wallflower,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erysimum inconspicuum,Shy wallflower,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erysimum sp.,Yellow Rocket/Wallflower,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eschrichtius robustus,Gray Whale,Present,Kachemak_Bay,Species,137112,"(Lilljeborg, 1861)",Animalia,Chordata,Mammalia,Cetartiodactyla,Eschrichtiidae,Eschrichtius,"Fordyce, E.; Perrin, W.F. (2024). World Cetacea Database. Eschrichtius robustus (Lilljeborg, 1861). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137112 on 2024-02-21",2024-02-21,WORMS
Esperiopsis rigida (?),NA,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eteone nr. longa,NA,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eubonellia valida,NA,Present,Kachemak_Bay,Species,266608,"Fisher, 1946",Animalia,Annelida,Polychaeta,Echiuroidea,Bonelliidae,Eubonellia,"WoRMS (2024). Eubonellia valida Fisher, 1946. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=266608 on 2024-02-21",2024-02-21,WORMS
Eubranchus olivaceus,Balloon aeolis,Present,Kachemak_Bay,Species,156712,"(O'Donoghue, 1922)",Animalia,Mollusca,Gastropoda,Nudibranchia,Eubranchidae,Eubranchus,"MolluscaBase eds. (2024). MolluscaBase. Eubranchus olivaceus (O'Donoghue, 1922). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=156712 on 2024-02-21",2024-02-21,WORMS
Eubranchus sp.,NA,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eudesme borealis,NA,Present,Kachemak_Bay,Species,1535277,"H.Kawai, T.Hanyuda & A.F.Peters, 2019",Chromista,Ochrophyta,Phaeophyceae,Ectocarpales,Chordariaceae,Eudesme,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Eudesme borealis H.Kawai, T.Hanyuda & A.F.Peters, 2019. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1535277 on 2024-02-21",2024-02-21,WORMS
Eudesme virescens,Gooey Golden Seaweed,Present,Kachemak_Bay,Species,144918,"(Carmichael ex Berkeley) J.Agardh, 1882",Chromista,Ochrophyta,Phaeophyceae,Ectocarpales,Chordariaceae,Eudesme,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Eudesme virescens (Carmichael ex Berkeley) J.Agardh, 1882. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=144918 on 2024-02-21",2024-02-21,WORMS
Eudistylia (?) polymorpha,NA,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eudistylia vancouveri,NA,Present,Kachemak_Bay,Species,333271,"(Kinberg, 1866)",Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,Eudistylia,"Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Eudistylia vancouveri (Kinberg, 1866). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=333271 on 2024-02-21",2024-02-21,WORMS
Eumetopias jubatus,Steller's Sea Lion,Present,Kachemak_Bay,Species,254999,"(Schreber, 1776)",Animalia,Chordata,Mammalia,Carnivora,Otariidae,Eumetopias,"WoRMS (2024). Eumetopias jubatus (Schreber, 1776). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254999 on 2024-02-21",2024-02-21,WORMS
Eumicrotremus orbis,Pacific spiny lumpsucker,Present,Kachemak_Bay,Species,254535,"(Günther, 1861)",Animalia,Chordata,Teleostei,Perciformes,Cyclopteridae,Eumicrotremus,"Froese, R. and D. Pauly. Editors. (2024). FishBase. Eumicrotremus orbis (Günther, 1861). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254535 on 2024-02-21",2024-02-21,WORMS
Eupentacta quinquesemita,pentamerous sea cucumber,Present,Kachemak_Bay,Species,529305,"(Selenka, 1867)",Animalia,Echinodermata,Holothuroidea,Dendrochirotida,Sclerodactylidae,Eupentacta,"WoRMS (2024). Eupentacta quinquesemita (Selenka, 1867). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=529305 on 2024-02-21",2024-02-21,WORMS
Euphagus carolinus,Rusty Blackbird,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphrasia disjuncta,Eyebright,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphrasia mollis,Subalpine eyebright,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eurybia sibirica,Arctic aster/Siberian aster,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eutonina indicans,umbrella jellyfish,Present,Kachemak_Bay,Species,117517,"(Romanes, 1876)",Animalia,Cnidaria,Hydrozoa,Leptothecata,Eirenidae,Eutonina,"Schuchert, P. (2024). World Hydrozoa Database. Eutonina indicans (Romanes, 1876). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=117517 on 2024-02-21",2024-02-21,WORMS
Evasterias troschelii,NA,Present,Kachemak_Bay,Species,255040,"(Stimpson, 1862)",Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Evasterias,"Mah, C.L. (2024). World Asteroidea Database. Evasterias troschelii (Stimpson, 1862). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=255040 on 2024-02-21",2024-02-21,WORMS
Evasterias troschelli,True star/Mottled star/Troschel's star,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Falco columbarius,Merlin,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Falco peregrinus,Peregrine Falcon,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Falco rusticolus,Gyrfalcon,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Falco sparverius,American Kestrel,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Festuca altaica,Altai fescue,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Festuca brachyphylla,Alpine fescue,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Festuca rubra,Red fescue,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Festuca sp.,Fescue,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flabelligera affinis,Slime worm/Broom worm,Present,Kachemak_Bay,Species,130103,"M. Sars, 1829",Animalia,Annelida,Polychaeta,Terebellida,Flabelligeridae,Flabelligera,"Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Flabelligera affinis M. Sars, 1829. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=130103 on 2024-02-21",2024-02-21,WORMS
